CASE_KEY,ACTIVITY,EVENTTIME,SORTING,RESOURCE
36,Write Notification,2024-10-07 11:39:35,7,Sachbearbeiter2
36,SendNotification,2024-10-17 13:53:19,8,Sachbearbeiter3
37,SendMailToParents,2024-09-15 01:39:16,1,System_74
37,ReceiveParentsData,2024-09-15 01:39:19,2,System_75
37,GenerateConfirmationMail,2024-09-20 11:45:20,3,System_5618
37,SendConfirmationMail,2024-09-20 11:45:21,4,System_5619
37,ReviewDocuments,2024-09-30 12:55:12,5,Sachbearbeiter1
37,RequestResubmission,2024-10-11 15:45:19,6,Sachbearbeiter1
37,ReceiveResubmission,2024-10-11 15:49:49,7,System_7693
37,ReviewDocuments,2024-10-24 09:33:33,8,Sachbearbeiter2
37,StoreApplication,2024-11-07 15:56:53,9,Sachbearbeiter2
37,AssessApplication,2024-11-20 12:37:08,10,Sachbearbeiter3
37,CalculateClaim,2024-11-28 15:55:48,11,Sachbearbeiter1
37,Write Notification,2024-12-05 14:04:05,12,Sachbearbeiter2
37,SendNotification,2024-12-10 12:06:49,13,Sachbearbeiter1
38,SendMailToParents,2024-09-15 01:41:29,1,System_76
38,ReceiveParentsData,2024-09-15 01:41:33,2,System_77
38,GenerateConfirmationMail,2024-09-19 20:35:49,3,System_5044
38,SendConfirmationMail,2024-09-19 20:35:51,4,System_5045
38,ReviewDocuments,2024-09-27 11:00:26,5,Sachbearbeiter2
38,StoreApplication,2024-10-10 12:35:28,6,Sachbearbeiter3
38,AssessApplication,2024-10-22 13:10:51,7,Sachbearbeiter3
38,CalculateClaim,2024-11-06 09:15:00,8,Sachbearbeiter2
38,Write Notification,2024-11-19 10:19:30,9,Sachbearbeiter2
38,SendNotification,2024-11-28 07:51:19,10,Sachbearbeiter3
39,SendMailToParents,2024-09-15 01:41:55,1,System_78
39,ReceiveParentsData,2024-09-15 01:41:58,2,System_79
39,GenerateConfirmationMail,2024-09-19 05:31:28,3,System_4223
39,SendConfirmationMail,2024-09-19 05:31:30,4,System_4224
39,ReviewDocuments,2024-09-25 10:09:29,5,Sachbearbeiter3
39,RequestResubmission,2024-10-08 12:46:25,6,Sachbearbeiter3
39,ReceiveResubmission,2024-10-08 12:51:10,7,System_7523
39,ReviewDocuments,2024-10-23 08:49:04,8,Sachbearbeiter2
39,StoreApplication,2024-11-06 15:49:36,9,Sachbearbeiter2
39,AssessApplication,2024-11-19 14:00:44,10,Sachbearbeiter1
39,CalculateClaim,2024-11-28 10:35:05,11,Sachbearbeiter1
39,Write Notification,2024-12-05 10:39:14,12,Sachbearbeiter1
39,SendNotification,2024-12-10 10:32:29,13,Sachbearbeiter2
40,SendMailToParents,2024-09-15 01:45:14,1,System_80
40,ReceiveParentsData,2024-09-15 01:45:19,2,System_81
40,GenerateConfirmationMail,2024-10-04 06:58:10,3,System_7383
40,SendConfirmationMail,2024-10-04 06:58:12,4,System_7384
40,ReviewDocuments,2024-10-16 09:33:42,5,Sachbearbeiter3
40,StoreApplication,2024-10-29 15:00:57,6,Sachbearbeiter1
40,AssessApplication,2024-11-13 12:27:14,7,Sachbearbeiter1
40,CalculateClaim,2024-11-25 07:43:46,8,Sachbearbeiter1
40,Write Notification,2024-12-03 08:20:53,9,Sachbearbeiter3
40,SendNotification,2024-12-09 08:38:59,10,Sachbearbeiter1
41,SendMailToParents,2024-09-15 01:46:44,1,System_82
41,ReceiveParentsData,2024-09-15 01:46:48,2,System_83
41,GenerateConfirmationMail,2024-09-16 17:31:59,3,System_1682
41,SendConfirmationMail,2024-09-16 17:32:02,4,System_1683
41,ReviewDocuments,2024-09-18 08:14:05,5,Sachbearbeiter2
41,StoreApplication,2024-09-23 08:44:14,6,Sachbearbeiter1
41,AssessApplication,2024-10-03 14:56:04,7,Sachbearbeiter2
41,CalculateClaim,2024-10-15 15:56:31,8,Sachbearbeiter2
41,Write Notification,2024-10-29 13:53:23,9,Sachbearbeiter1
41,SendNotification,2024-11-13 11:17:35,10,Sachbearbeiter2
42,SendMailToParents,2024-09-15 01:47:38,1,System_84
42,ReceiveParentsData,2024-09-15 01:47:41,2,System_85
42,GenerateConfirmationMail,2024-09-19 20:02:07,3,System_5010
42,SendConfirmationMail,2024-09-19 20:02:10,4,System_5011
42,ReviewDocuments,2024-09-27 10:40:06,5,Sachbearbeiter1
42,StoreApplication,2024-10-10 12:21:28,6,Sachbearbeiter1
42,AssessApplication,2024-10-22 12:55:17,7,Sachbearbeiter1
42,CalculateClaim,2024-11-06 08:59:20,8,Sachbearbeiter2
42,Write Notification,2024-11-19 10:18:26,9,Sachbearbeiter3
42,SendNotification,2024-11-28 07:51:15,10,Sachbearbeiter2
43,SendMailToParents,2024-09-15 01:50:45,1,System_86
43,ReceiveParentsData,2024-09-15 01:50:48,2,System_87
43,GenerateConfirmationMail,2024-09-30 23:27:34,3,System_7315
43,SendConfirmationMail,2024-09-30 23:27:36,4,System_7316
43,ReviewDocuments,2024-10-14 11:24:31,5,Sachbearbeiter1
43,StoreApplication,2024-10-25 09:26:20,6,Sachbearbeiter1
43,AssessApplication,2024-11-08 12:04:33,7,Sachbearbeiter1
43,CalculateClaim,2024-11-21 08:33:45,8,Sachbearbeiter3
43,Write Notification,2024-11-29 12:39:42,9,Sachbearbeiter1
43,SendNotification,2024-12-06 08:25:01,10,Sachbearbeiter1
44,GenerateConfirmationMail,2024-09-15 01:52:16,1,System_88
44,SendConfirmationMail,2024-09-15 01:52:18,2,System_89
44,ReviewDocuments,2024-09-16 07:58:44,3,Sachbearbeiter1
44,StoreApplication,2024-09-17 09:00:27,4,Sachbearbeiter3
44,AssessApplication,2024-09-18 14:29:57,5,Sachbearbeiter1
44,CalculateClaim,2024-09-24 08:18:28,6,Sachbearbeiter3
44,Write Notification,2024-10-07 11:52:07,7,Sachbearbeiter2
44,SendNotification,2024-10-17 14:03:20,8,Sachbearbeiter2
45,SendMailToParents,2024-09-15 01:56:29,1,System_90
45,ReceiveParentsData,2024-09-15 01:56:32,2,System_91
45,GenerateConfirmationMail,2024-09-15 19:47:23,3,System_928
45,SendConfirmationMail,2024-09-15 19:47:24,4,System_929
45,ReviewDocuments,2024-09-16 13:34:34,5,Sachbearbeiter2
45,RequestResubmission,2024-09-17 13:52:43,6,Sachbearbeiter1
45,ReceiveResubmission,2024-09-17 13:56:53,7,System_2451
45,ReviewDocuments,2024-10-01 08:28:53,8,Sachbearbeiter2
45,RequestResubmission,2024-10-14 12:29:00,9,Sachbearbeiter1
45,ReceiveResubmission,2024-10-14 12:36:49,10,System_7722
45,ReviewDocuments,2024-11-11 11:41:52,11,Sachbearbeiter2
45,RequestResubmission,2024-11-21 13:32:53,12,Sachbearbeiter2
45,ReceiveResubmission,2024-11-21 13:40:39,13,System_8329
45,ReviewDocuments,2024-12-02 10:50:55,14,Sachbearbeiter3
45,RequestResubmission,2024-12-06 14:22:40,15,Sachbearbeiter1
45,ReceiveResubmission,2024-12-06 14:28:06,16,System_8451
45,ReviewDocuments,2024-12-16 13:42:15,17,Sachbearbeiter2
45,StoreApplication,2024-12-17 08:12:19,18,Sachbearbeiter3
45,AssessApplication,2024-12-17 10:18:31,19,Sachbearbeiter2
45,WriteRejection,2024-12-17 12:01:15,20,Sachbearbeiter1
45,SendRejection,2024-12-17 12:41:41,21,Sachbearbeiter3
46,GenerateConfirmationMail,2024-09-15 01:57:40,1,System_92
46,SendConfirmationMail,2024-09-15 01:57:43,2,System_93
46,ReviewDocuments,2024-09-16 07:58:55,3,Sachbearbeiter2
46,StoreApplication,2024-09-17 09:02:22,4,Sachbearbeiter3
46,AssessApplication,2024-09-18 14:38:57,5,Sachbearbeiter3
46,CalculateClaim,2024-09-24 08:38:16,6,Sachbearbeiter2
46,Write Notification,2024-10-07 12:09:50,7,Sachbearbeiter3
46,SendNotification,2024-10-17 14:08:15,8,Sachbearbeiter1
47,SendMailToParents,2024-09-15 01:57:50,1,System_94
47,ReceiveParentsData,2024-09-15 01:57:54,2,System_95
47,GenerateConfirmationMail,2024-09-28 14:48:53,3,System_7132
47,SendConfirmationMail,2024-09-28 14:48:55,4,System_7133
47,ReviewDocuments,2024-10-11 07:39:09,5,Sachbearbeiter2
47,StoreApplication,2024-10-23 10:04:41,6,Sachbearbeiter2
47,AssessApplication,2024-11-07 08:10:43,7,Sachbearbeiter3
47,CalculateClaim,2024-11-19 15:30:52,8,Sachbearbeiter1
47,Write Notification,2024-11-28 11:59:05,9,Sachbearbeiter1
47,SendNotification,2024-12-05 11:19:27,10,Sachbearbeiter2
48,SendMailToParents,2024-09-15 01:58:57,1,System_96
48,ReceiveParentsData,2024-09-15 01:59:01,2,System_97
48,GenerateConfirmationMail,2024-09-16 17:12:00,3,System_1660
48,SendConfirmationMail,2024-09-16 17:12:01,4,System_1661
48,ReviewDocuments,2024-09-18 07:55:29,5,Sachbearbeiter1
48,StoreApplication,2024-09-23 08:24:26,6,Sachbearbeiter1
48,AssessApplication,2024-10-03 14:31:00,7,Sachbearbeiter3
48,CalculateClaim,2024-10-15 15:42:08,8,Sachbearbeiter1
48,Write Notification,2024-10-29 11:18:02,9,Sachbearbeiter3
48,SendNotification,2024-11-13 10:13:41,10,Sachbearbeiter1
49,SendMailToParents,2024-09-15 01:59:48,1,System_98
49,ReceiveParentsData,2024-09-15 01:59:53,2,System_99
49,GenerateConfirmationMail,2024-09-17 02:59:07,3,System_2018
49,SendConfirmationMail,2024-09-17 02:59:09,4,System_2019
49,ReviewDocuments,2024-09-18 11:36:20,5,Sachbearbeiter3
49,StoreApplication,2024-09-23 12:38:05,6,Sachbearbeiter1
49,AssessApplication,2024-10-04 11:07:00,7,Sachbearbeiter2
49,WriteRejection,2024-10-16 14:30:37,8,Sachbearbeiter2
49,SendRejection,2024-10-30 10:30:02,9,Sachbearbeiter3
50,SendMailToParents,2024-09-15 02:00:12,1,System_100
50,ReceiveParentsData,2024-09-15 02:00:15,2,System_101
50,GenerateConfirmationMail,2024-09-15 08:04:49,3,System_388
50,SendConfirmationMail,2024-09-15 08:04:52,4,System_389
50,ReviewDocuments,2024-09-16 09:33:18,5,Sachbearbeiter1
50,StoreApplication,2024-09-17 10:41:06,6,Sachbearbeiter3
50,AssessApplication,2024-09-19 08:14:50,7,Sachbearbeiter1
50,CalculateClaim,2024-09-25 12:24:06,8,Sachbearbeiter2
50,Write Notification,2024-10-08 14:20:48,9,Sachbearbeiter2
50,SendNotification,2024-10-18 15:34:06,10,Sachbearbeiter1
51,SendMailToParents,2024-09-15 02:02:31,1,System_102
51,ReceiveParentsData,2024-09-15 02:02:34,2,System_103
51,GenerateConfirmationMail,2024-09-20 06:44:12,3,System_5362
51,SendConfirmationMail,2024-09-20 06:44:14,4,System_5363
51,ReviewDocuments,2024-09-30 08:07:30,5,Sachbearbeiter2
51,RequestResubmission,2024-10-11 11:22:38,6,Sachbearbeiter3
51,ReceiveResubmission,2024-10-11 11:27:09,7,System_7660
51,ReviewDocuments,2024-10-25 08:53:18,8,Sachbearbeiter1
51,RequestResubmission,2024-11-08 11:43:45,9,Sachbearbeiter3
51,ReceiveResubmission,2024-11-08 11:47:52,10,System_8190
51,ReviewDocuments,2024-11-22 12:17:07,11,Sachbearbeiter2
51,StoreApplication,2024-12-02 12:49:50,12,Sachbearbeiter3
51,AssessApplication,2024-12-06 15:09:45,13,Sachbearbeiter2
51,CalculateClaim,2024-12-11 09:53:29,14,Sachbearbeiter2
51,Write Notification,2024-12-12 15:30:13,15,Sachbearbeiter3
51,SendNotification,2024-12-13 14:32:02,16,Sachbearbeiter2
52,SendMailToParents,2024-09-15 02:05:29,1,System_104
52,ReceiveParentsData,2024-09-15 02:05:31,2,System_105
52,GenerateConfirmationMail,2024-09-19 23:54:28,3,System_5258
52,SendConfirmationMail,2024-09-19 23:54:29,4,System_5259
52,ReviewDocuments,2024-09-27 13:44:19,5,Sachbearbeiter2
52,RequestResubmission,2024-10-10 13:55:19,6,Sachbearbeiter1
52,ReceiveResubmission,2024-10-10 14:02:37,7,System_7635
52,ReviewDocuments,2024-10-29 13:02:29,8,Sachbearbeiter2
52,RequestResubmission,2024-11-13 11:00:18,9,Sachbearbeiter2
52,ReceiveResubmission,2024-11-13 11:05:20,10,System_8217
52,ReviewDocuments,2024-11-25 10:03:16,11,Sachbearbeiter1
52,StoreApplication,2024-12-03 10:05:28,12,Sachbearbeiter2
52,AssessApplication,2024-12-09 09:44:56,13,Sachbearbeiter1
52,CalculateClaim,2024-12-11 13:05:15,14,Sachbearbeiter2
52,Write Notification,2024-12-13 08:51:18,15,Sachbearbeiter1
52,SendNotification,2024-12-16 07:56:16,16,Sachbearbeiter2
53,SendMailToParents,2024-09-15 02:06:12,1,System_106
53,ReceiveParentsData,2024-09-15 02:06:15,2,System_107
53,GenerateConfirmationMail,2024-09-22 15:41:24,3,System_6306
53,SendConfirmationMail,2024-09-22 15:41:26,4,System_6307
53,ReviewDocuments,2024-10-03 08:52:15,5,Sachbearbeiter3
53,StoreApplication,2024-10-15 12:38:05,6,Sachbearbeiter1
53,AssessApplication,2024-10-28 15:46:41,7,Sachbearbeiter3
53,CalculateClaim,2024-11-12 13:34:28,8,Sachbearbeiter3
53,Write Notification,2024-11-22 11:16:48,9,Sachbearbeiter1
53,SendNotification,2024-12-02 12:27:37,10,Sachbearbeiter1
54,GenerateConfirmationMail,2024-09-15 02:08:20,1,System_108
54,SendConfirmationMail,2024-09-15 02:08:21,2,System_109
54,ReviewDocuments,2024-09-16 08:07:05,3,Sachbearbeiter3
54,StoreApplication,2024-09-17 09:05:17,4,Sachbearbeiter1
54,AssessApplication,2024-09-18 14:46:09,5,Sachbearbeiter2
54,CalculateClaim,2024-09-24 08:48:35,6,Sachbearbeiter1
54,Write Notification,2024-10-07 12:24:05,7,Sachbearbeiter3
54,SendNotification,2024-10-17 14:12:40,8,Sachbearbeiter3
55,SendMailToParents,2024-09-15 02:15:44,1,System_110
55,ReceiveParentsData,2024-09-15 02:15:47,2,System_111
55,GenerateConfirmationMail,2024-10-02 07:50:31,3,System_7330
55,SendConfirmationMail,2024-10-02 07:50:33,4,System_7331
55,ReviewDocuments,2024-10-15 07:32:36,5,Sachbearbeiter3
55,RequestResubmission,2024-10-28 09:14:21,6,Sachbearbeiter1
55,ReceiveResubmission,2024-10-28 09:19:36,7,System_8079
55,ReviewDocuments,2024-11-13 13:07:59,8,Sachbearbeiter2
55,StoreApplication,2024-11-25 08:10:29,9,Sachbearbeiter1
55,AssessApplication,2024-12-03 08:33:38,10,Sachbearbeiter3
55,CalculateClaim,2024-12-09 08:46:09,11,Sachbearbeiter2
55,Write Notification,2024-12-11 12:35:02,12,Sachbearbeiter3
55,SendNotification,2024-12-13 08:34:56,13,Sachbearbeiter1
56,SendMailToParents,2024-09-15 02:16:18,1,System_112
56,ReceiveParentsData,2024-09-15 02:16:21,2,System_113
56,GenerateConfirmationMail,2024-09-20 02:10:47,3,System_5296
56,SendConfirmationMail,2024-09-20 02:10:49,4,System_5297
56,ReviewDocuments,2024-09-27 14:45:05,5,Sachbearbeiter1
56,StoreApplication,2024-10-10 14:22:17,6,Sachbearbeiter1
56,AssessApplication,2024-10-22 15:28:35,7,Sachbearbeiter1
56,CalculateClaim,2024-11-06 12:10:47,8,Sachbearbeiter1
56,Write Notification,2024-11-19 11:41:45,9,Sachbearbeiter2
56,SendNotification,2024-11-28 08:35:23,10,Sachbearbeiter3
57,SendMailToParents,2024-09-15 02:19:10,1,System_114
57,ReceiveParentsData,2024-09-15 02:19:15,2,System_115
57,GenerateConfirmationMail,2024-09-16 07:40:52,3,System_1184
57,SendConfirmationMail,2024-09-16 07:40:53,4,System_1185
57,ReviewDocuments,2024-09-17 08:39:09,5,Sachbearbeiter2
57,RequestResubmission,2024-09-18 14:05:36,6,Sachbearbeiter1
57,ReceiveResubmission,2024-09-18 14:11:27,7,System_3555
57,ReviewDocuments,2024-10-10 15:18:56,8,Sachbearbeiter2
57,StoreApplication,2024-10-23 08:09:59,9,Sachbearbeiter1
57,AssessApplication,2024-11-06 15:00:07,10,Sachbearbeiter3
57,CalculateClaim,2024-11-19 13:11:17,11,Sachbearbeiter3
57,Write Notification,2024-11-28 09:53:00,12,Sachbearbeiter1
57,SendNotification,2024-12-05 10:22:54,13,Sachbearbeiter3
58,SendMailToParents,2024-09-15 02:23:28,1,System_116
58,ReceiveParentsData,2024-09-15 02:23:31,2,System_117
58,GenerateConfirmationMail,2024-09-18 09:47:49,3,System_3284
58,SendConfirmationMail,2024-09-18 09:47:50,4,System_3285
58,ReviewDocuments,2024-09-23 10:28:59,5,Sachbearbeiter1
58,StoreApplication,2024-10-04 08:32:11,6,Sachbearbeiter3
58,AssessApplication,2024-10-16 10:58:06,7,Sachbearbeiter2
58,CalculateClaim,2024-10-30 07:40:42,8,Sachbearbeiter2
58,Write Notification,2024-11-13 13:35:05,9,Sachbearbeiter1
58,SendNotification,2024-11-25 08:20:37,10,Sachbearbeiter2
59,SendMailToParents,2024-09-15 02:24:10,1,System_118
59,ReceiveParentsData,2024-09-15 02:24:14,2,System_119
59,GenerateConfirmationMail,2024-09-18 01:41:33,3,System_3073
59,SendConfirmationMail,2024-09-18 01:41:35,4,System_3074
59,ReviewDocuments,2024-09-20 13:21:15,5,Sachbearbeiter2
59,StoreApplication,2024-09-30 14:08:59,6,Sachbearbeiter1
59,AssessApplication,2024-10-14 08:40:56,7,Sachbearbeiter1
59,CalculateClaim,2024-10-24 15:28:10,8,Sachbearbeiter2
59,Write Notification,2024-11-08 10:01:04,9,Sachbearbeiter3
59,SendNotification,2024-11-21 07:38:49,10,Sachbearbeiter2
60,GenerateConfirmationMail,2024-09-15 02:26:16,1,System_120
60,SendConfirmationMail,2024-09-15 02:26:18,2,System_121
60,ReviewDocuments,2024-09-16 08:07:08,3,Sachbearbeiter1
60,RequestResubmission,2024-09-17 09:07:41,4,Sachbearbeiter1
60,ReceiveResubmission,2024-09-17 09:13:47,5,System_2129
60,ReviewDocuments,2024-10-01 11:16:52,6,Sachbearbeiter2
60,StoreApplication,2024-10-14 13:36:04,7,Sachbearbeiter1
60,AssessApplication,2024-10-25 12:18:38,8,Sachbearbeiter2
60,CalculateClaim,2024-11-08 15:02:16,9,Sachbearbeiter3
60,Write Notification,2024-11-21 10:04:22,10,Sachbearbeiter1
60,SendNotification,2024-11-29 13:17:49,11,Sachbearbeiter1
61,GenerateConfirmationMail,2024-09-15 02:27:56,1,System_122
61,SendConfirmationMail,2024-09-15 02:27:57,2,System_123
61,ReviewDocuments,2024-09-16 08:11:15,3,Sachbearbeiter2
61,RequestResubmission,2024-09-17 09:13:47,4,Sachbearbeiter1
61,ReceiveResubmission,2024-09-17 09:17:56,5,System_2130
61,ReviewDocuments,2024-10-02 15:24:51,6,Sachbearbeiter1
61,StoreApplication,2024-10-15 10:58:39,7,Sachbearbeiter1
61,AssessApplication,2024-10-28 13:36:25,8,Sachbearbeiter2
61,CalculateClaim,2024-11-12 11:01:00,9,Sachbearbeiter1
61,Write Notification,2024-11-22 09:42:49,10,Sachbearbeiter2
61,SendNotification,2024-12-02 11:38:33,11,Sachbearbeiter3
62,SendMailToParents,2024-09-15 02:28:18,1,System_124
62,ReceiveParentsData,2024-09-15 02:28:22,2,System_125
62,GenerateConfirmationMail,2024-09-17 09:07:36,3,System_2121
62,SendConfirmationMail,2024-09-17 09:07:38,4,System_2122
62,ReviewDocuments,2024-09-18 14:49:29,5,Sachbearbeiter1
62,RequestResubmission,2024-09-24 08:44:19,6,Sachbearbeiter1
62,ReceiveResubmission,2024-09-24 08:48:35,7,System_6723
62,ReviewDocuments,2024-10-14 15:24:31,8,Sachbearbeiter1
62,RequestResubmission,2024-10-25 15:20:20,9,Sachbearbeiter2
62,ReceiveResubmission,2024-10-25 15:27:44,10,System_8074
62,ReviewDocuments,2024-11-11 13:11:02,11,Sachbearbeiter2
62,StoreApplication,2024-11-21 14:04:55,12,Sachbearbeiter2
62,AssessApplication,2024-12-02 07:43:21,13,Sachbearbeiter3
62,CalculateClaim,2024-12-06 12:40:13,14,Sachbearbeiter2
62,Write Notification,2024-12-11 08:33:01,15,Sachbearbeiter1
62,SendNotification,2024-12-12 14:40:36,16,Sachbearbeiter1
63,GenerateConfirmationMail,2024-09-15 02:28:58,1,System_126
63,SendConfirmationMail,2024-09-15 02:28:59,2,System_127
63,ReviewDocuments,2024-09-16 08:15:00,3,Sachbearbeiter3
63,StoreApplication,2024-09-17 09:15:24,4,Sachbearbeiter3
63,AssessApplication,2024-09-18 14:58:20,5,Sachbearbeiter3
63,CalculateClaim,2024-09-24 09:05:17,6,Sachbearbeiter1
63,Write Notification,2024-10-07 12:30:55,7,Sachbearbeiter3
63,SendNotification,2024-10-17 14:15:04,8,Sachbearbeiter1
64,SendMailToParents,2024-09-15 02:32:59,1,System_128
64,ReceiveParentsData,2024-09-15 02:33:04,2,System_129
64,GenerateConfirmationMail,2024-09-21 19:38:22,3,System_6054
64,SendConfirmationMail,2024-09-21 19:38:23,4,System_6055
64,ReviewDocuments,2024-10-02 10:18:24,5,Sachbearbeiter2
64,StoreApplication,2024-10-15 08:45:12,6,Sachbearbeiter2
64,AssessApplication,2024-10-28 10:38:31,7,Sachbearbeiter2
64,CalculateClaim,2024-11-11 15:47:23,8,Sachbearbeiter2
64,Write Notification,2024-11-22 08:09:29,9,Sachbearbeiter3
64,SendNotification,2024-12-02 10:47:20,10,Sachbearbeiter2
65,SendMailToParents,2024-09-15 02:34:07,1,System_130
65,ReceiveParentsData,2024-09-15 02:34:11,2,System_131
65,GenerateConfirmationMail,2024-09-28 20:43:02,3,System_7148
65,SendConfirmationMail,2024-09-28 20:43:04,4,System_7149
65,ReviewDocuments,2024-10-11 08:11:52,5,Sachbearbeiter1
65,RequestResubmission,2024-10-23 10:18:36,6,Sachbearbeiter3
65,ReceiveResubmission,2024-10-23 10:25:44,7,System_8037
65,ReviewDocuments,2024-11-11 13:19:19,8,Sachbearbeiter2
65,StoreApplication,2024-11-21 14:08:37,9,Sachbearbeiter3
65,AssessApplication,2024-12-02 07:44:55,10,Sachbearbeiter1
65,CalculateClaim,2024-12-06 12:50:39,11,Sachbearbeiter3
65,Write Notification,2024-12-11 08:33:48,12,Sachbearbeiter3
65,SendNotification,2024-12-12 14:41:12,13,Sachbearbeiter2
66,SendMailToParents,2024-09-15 02:34:40,1,System_132
66,ReceiveParentsData,2024-09-15 02:34:43,2,System_133
66,GenerateConfirmationMail,2024-10-10 17:55:46,3,System_7651
66,SendConfirmationMail,2024-10-10 17:55:48,4,System_7652
66,ReviewDocuments,2024-10-23 08:21:02,5,Sachbearbeiter2
66,RequestResubmission,2024-11-06 15:38:57,6,Sachbearbeiter3
66,ReceiveResubmission,2024-11-06 15:44:26,7,System_8133
66,ReviewDocuments,2024-11-19 14:25:41,8,Sachbearbeiter3
66,StoreApplication,2024-11-28 10:57:50,9,Sachbearbeiter3
66,AssessApplication,2024-12-05 10:40:29,10,Sachbearbeiter2
66,CalculateClaim,2024-12-10 10:38:22,11,Sachbearbeiter2
66,Write Notification,2024-12-12 10:40:02,12,Sachbearbeiter2
66,SendNotification,2024-12-13 11:37:08,13,Sachbearbeiter1
67,SendMailToParents,2024-09-15 02:37:51,1,System_134
67,ReceiveParentsData,2024-09-15 02:37:54,2,System_135
67,GenerateConfirmationMail,2024-09-16 11:49:16,3,System_1396
67,SendConfirmationMail,2024-09-16 11:49:19,4,System_1397
67,ReviewDocuments,2024-09-17 12:20:17,5,Sachbearbeiter1
67,StoreApplication,2024-09-19 11:15:47,6,Sachbearbeiter1
67,AssessApplication,2024-09-26 08:40:53,7,Sachbearbeiter2
67,CalculateClaim,2024-10-09 11:17:17,8,Sachbearbeiter2
67,Write Notification,2024-10-21 13:11:00,9,Sachbearbeiter2
67,SendNotification,2024-11-05 08:55:40,10,Sachbearbeiter3
68,SendMailToParents,2024-09-15 02:43:38,1,System_136
68,ReceiveParentsData,2024-09-15 02:43:42,2,System_137
68,GenerateConfirmationMail,2024-09-15 13:46:01,3,System_632
68,SendConfirmationMail,2024-09-15 13:46:03,4,System_633
68,ReviewDocuments,2024-09-16 11:27:47,5,Sachbearbeiter2
68,RequestResubmission,2024-09-17 12:13:44,6,Sachbearbeiter2
68,ReceiveResubmission,2024-09-17 12:20:15,7,System_2339
68,ReviewDocuments,2024-09-20 14:19:19,8,Sachbearbeiter2
68,StoreApplication,2024-09-30 14:52:03,9,Sachbearbeiter3
68,AssessApplication,2024-10-14 09:48:50,10,Sachbearbeiter1
68,WriteRejection,2024-10-25 08:09:04,11,Sachbearbeiter2
68,SendRejection,2024-11-08 11:17:32,12,Sachbearbeiter1
69,SendMailToParents,2024-09-15 02:45:04,1,System_138
69,ReceiveParentsData,2024-09-15 02:45:07,2,System_139
69,GenerateConfirmationMail,2024-09-15 12:45:26,3,System_586
69,SendConfirmationMail,2024-09-15 12:45:29,4,System_587
69,ReviewDocuments,2024-09-16 11:08:23,5,Sachbearbeiter3
69,StoreApplication,2024-09-17 12:03:52,6,Sachbearbeiter1
